path,source_group,label,width,height,mode,pixel_sha256,file_sha256,dhash,original_split
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S3_[24][17].png,RRT-101R,CR,227,227,L,e502085b92566a02e1d2a9a41cae5dfcd55df8f160b94b5a37441eb1311e7e18,c1cc19e6547903448ed7a92114a4da894911f89a10878a705ceddc7c5cc1b048,14739242110688836404,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S3_[28][16].png,RRT-101R,CR,227,227,L,0725eec50861784a09baabef41f9c466631f160dceb1a21a8382114a671f934b,289a342fd867279a7e2ec026679f226f3ed524323afeea733e5bcde24f336f02,976046483999428492,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S4_[14][2].png,RRT-101R,CR,227,227,L,af9e165b51a2f638df5c7a012a6d749897b1f077b32e77776a22cc8db0343c54,cc8f166eeb899d7fcd06a14038af506814a521300eecd76ec2c7d0910a5ea8a2,15042172443906097826,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S4_[15][1].png,RRT-101R,CR,227,227,L,23b3333d1773b9a3e2e9cc74ddd21a46a138fa0a1019f80c31807194d0a78c61,bd4cca6f9f386cb0e6f018cc0a681348ff6d8a1ceef65c5f14995c83c9878756,6936689171090198992,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S4_[16][5].png,RRT-101R,CR,227,227,L,c5710f3880b48ba5040af7048fdd9b020d7fe3ce2e84fe33a0c3a66a6ef0e8d8,5e3fc1e03164cdd7d0e501ee29e5f6100ca6464cb62f504919c61fc095846a6f,5066424331326660380,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S4_[22][8].png,RRT-101R,CR,227,227,L,7908e3376854c650cba6d02f2c70d9a1f2fede4d29f6a749c2e845c05f4593ed,aef8c2043cdb34149fe2293ba1f32df72ef40be78807bc36fb859725eeaf2620,17936964251867246188,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S4_[23][1].png,RRT-101R,CR,227,227,L,46071ed49ebd8ca537fb15d432aaa98bf432c0241556c1afba1f0b2112026f80,81ae2263ec660142a3e0370069a7e072d53a078cd9a6548696bfc2940d76134e,4713414004813381632,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S4_[26][2].png,RRT-101R,CR,227,227,L,1d3d0d5f00a12260d66ca8aef73e0222725fbcf26314b50075559d74e072697e,b07acd13d93adccff910a62b83853a0584578ee70967328abfdb0e5e9c949408,2384973768014504321,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S4_[27][2].png,RRT-101R,CR,227,227,L,e82f01be5006beea2b3bcfb7bfac5c9120d3d20893e99ae0d08c77d0c65666db,7b66870280b4f017581b6dbd2e094c4344c6365e03eed23a5594dc5003dd7fae,1810730179297903041,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S4_[28][8].png,RRT-101R,CR,227,227,L,c9b979f32031f6275f33e48e5a4cd85bd9671e9526335c277d549bb054902c07,9c6ecfcfcb30a4728b30be6916811c38bc3347ff3afc9e53089c5ce0bcca4b39,7380372250370143337,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S5_[22][19].png,RRT-101R,CR,227,227,L,445ed4979c5e39bede9342825d4bb48c8e0fc4c70dd99a8604de4f08f98265a7,25ec4558a1109d554f34e09d651647c98e86837ee1b45aff2eb26f2e4410e7bc,16459130041996483475,testing
DB - Copy/testing/Difetto1/RRT-101R_Img2_A80_S5_[30][21].png,RRT-101R,CR,227,227,L,5e2fb66d17a997143a1b1c40ea76ac4ca322b29097b260ed6e9c51c6e8039cd5,169f170d85508c89e8fd35787370f54104633783b5d2e4e39a6df0953a5e1531,14505067295040801966,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S1_[24][3].png,RRT-101R,CR,227,227,L,e5113e3469db124a40ca5b6abb821d9fca211bc1a446eb754180a7de699e8dac,f0991674b4bf764dd1352eda1f110e9d26f324f6c38b3c5a4ef710dcabf3aee0,2378192699867202319,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S3_[11][14].png,RRT-101R,CR,227,227,L,0a087402b18bcd924b5b60af66abd0a4a368eaf14140af80273a4246d13d422a,67a1a93cb888b6e872dac26cba282d821c0919c6ae3a5c4b82b475756872bf3f,731845989531143437,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S4_[12][5].png,RRT-101R,CR,227,227,L,b4ec3428b9f729a49951463bff7120e38dde9f361d02b945bd8fd93f243bf2e2,b6ca02e99239811af4e7575547a3528aef3636adb9a92e62835bdea448760fd7,454163187521981974,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S4_[13][4].png,RRT-101R,CR,227,227,L,e9f2326d05e7a7eff37e909b59104532eb5f68e750f55bf094e9247727ec50bc,81857f0a0b49a9cb38f28639f78fef51a7d868e305ce8dadf3db7487d199d577,2467973848440998795,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S4_[16][1].png,RRT-101R,CR,227,227,L,bea95cb6f9c66474ce0ac803337731a7bf414afd7ed509bfb79c0659d55413b0,3f6c83bc0cca9d4c925f45338c7fbfbc9c477b70d2dc00bd418511b0272a45fb,4616766363997929537,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S4_[19][3].png,RRT-101R,CR,227,227,L,3fb98fbaf67514f086b9eb90b6c01c30a646f6943790b471775f11aa29011c56,94db12f464fcf9e5170ec0f6acd86f4441a2d0c05ae8e9c31742912451e859f6,6270494210376664899,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S4_[20][3].png,RRT-101R,CR,227,227,L,af37c3a88f29974db14554c2118ca09d0cdb56e7bf773b870009fc7d6b8cefd8,0f80dcfe5f61c0230570eee27596e32c604b916a4847c571a3b3b331e2b2d0f0,379783443697320755,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S4_[24][8].png,RRT-101R,CR,227,227,L,834696fbd699602e182e3a39142e226beaeb58e116514cc4a3a352374041c37a,6d1e701927fd0eadba6f6e2798aa03f6afffe73f411a2a8bbb58570a82ab73bc,16551842905802430789,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S4_[31][3].png,RRT-101R,CR,227,227,L,165b7bc42194e5361e21cf2a85fabb27604e9fc2e3a1fdb9dd50a51558f2b376,a0e5e2bfc6505ab23cc5c8887fea9f8f5054179a46bd05e2ed46dfda48a60ce3,217020518758433120,testing
DB - Copy/testing/Difetto1/RRT-101R_Img3_A80_S4_[31][5].png,RRT-101R,CR,227,227,L,4588436aee1eca2709f7e89e89d3590056eddfd59f3e10225915d1c6e583d64e,d0efc357eb60fe6d7a83806d8b6f8a0a686d57aae6d6598afe39c83c73902d08,5570685619027772934,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S1_[9][9].png,RRT-101R,CR,227,227,L,5dedd80c4af65115b3e8c0ce8a57f5210f244070a86f56a1f19083e7e0c819ac,256bded25bb5ae9bd7fd379f572e313a8773e5512131b17050f066ca1c2f7274,10827442505978137037,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S3_[15][15].png,RRT-101R,CR,227,227,L,9f4f41d0f2f2e12aed0ce3d5c5830b76e914fdb62394218e5f8a6bc2c9859e62,8cc4a417139d01a7c7ef8178586d51f1de05c1db1e5d261e69cd41f04bc63c99,10995989404238781965,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S3_[20][4].png,RRT-101R,CR,227,227,L,59aee88439eeac69cffacaa488638dd14a7d1b649c9e2c699a8736b832640cb1,af7b79f3fd2d399e2bbbecd8cade187f484eef5f7b9372289ab752875d28a07d,2034112033919218266,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S3_[22][3].png,RRT-101R,CR,227,227,L,1b4fc1afb7c6d127fe75eb8c089a7a213fb48ed29d9c51f9bc05f780f4562faf,f3cb48a3489e950b5b535eb19d0304cb69be33a563263c910d1aedd495ec3c9c,5552664620632455481,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S4_[15][3].png,RRT-101R,CR,227,227,L,91e90cc3a80434b2e826b11bb4072114661a7955ea844e6d262fe1a7055de11e,c54068efe51d4df2ec1148ad29f98057a5a74efee56edd3cf6c0fdae7c7968b5,10383430692458841923,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S4_[15][8].png,RRT-101R,CR,227,227,L,f35d08dfbbbca0d2fe64c0d2fa29123fd4df3371b6c34602614ac175653f8bdf,7959e6de774be85fc7d7d00564b9279d32613d5c4e434be448651ecb818e19a2,1762443977335825640,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S4_[19][6].png,RRT-101R,CR,227,227,L,15e4608f67b005464f199bf5c40d1053322eef3a1023656f859ab3653fba88cb,88da4d1103a542058b1b577db3e9ab9aa3b9245f98577f7858962d71fc362d96,3253913665894164541,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S4_[21][2].png,RRT-101R,CR,227,227,L,85b1c1b528b900b1c1f68ec7c05abc0a2a8c9ed285970aedef2eab10195e1dc6,c31ca2063daf76344965060b216088d5bf1b78b400e112370b85ec4b10b2c7c2,16298962262958348577,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S4_[26][8].png,RRT-101R,CR,227,227,L,02199a218f517cf365dafe65b4a04c0c80cbfb2d6758a8e6b41b75185284e474,b2b30a3c35884db736e76b9a489b7e9a64e7cf028f388da33f8fbbc379e70065,16241495813912806726,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S4_[33][9].png,RRT-101R,CR,227,227,L,c098d0b384226dbf5c5a171374f4e220f3d25bad168282457eee859c902c0944,1624c7971d502453cb2eca4a57136af2edaa4d1e36a07c8553ec8bbefd1ca759,12504478399645138198,testing
DB - Copy/testing/Difetto1/RRT-101R_Img4_A80_S5_[29][21].png,RRT-101R,CR,227,227,L,4a55fb0027eccd7879e4d3157a88377dac0e8c9581cfc54d3ba93362590c6f56,5b60fd936a89f0bc05c0ea51a9b32232f95a06b375e96b566e096f52a52fe3c0,14612294413708954444,testing
DB - Copy/testing/Difetto1/RRT-102R_Img1_A80_S4_[14][8].png,RRT-102R,CR,227,227,L,1c163743aae26f22b922366f2ef5f82ca9eab9121b73ff602bfa895aa30b6226,dccf0cceb36bdd3aac0cd9ad372a0449bafde6ff260103a82ad2cf71efda04fb,813765130854830931,testing
DB - Copy/testing/Difetto1/RRT-102R_Img1_A80_S4_[16][10].png,RRT-102R,CR,227,227,L,f7c1dd3a48770247a71a9789708d03be49e37d8319aebba0a71b06d412a7455a,c76c8510d6705012c3042505d34467439eb3e4c7cbab95c528572be551433698,5353879226305760269,testing
DB - Copy/testing/Difetto1/RRT-102R_Img1_A80_S4_[26][11].png,RRT-102R,CR,227,227,L,06df1bb6d695ee868429c9fefa743191ce533b2615a313f9465d988e6631290c,7b189eed770c4cb882fa59b68f7ae412b80b206292da85b0715b3986b0e84353,289652098584052757,testing
DB - Copy/testing/Difetto1/RRT-102R_Img1_A80_S8_[23][7].png,RRT-102R,CR,227,227,L,d0604bbc81a2fe707f5d822315089eb6b09fa28adb8c03dde4df832b7fe52039,bd4d488c649e97dd69e3992b0992acdc60fcf1cf383d835d4cc361274d65b198,3933082892041656086,testing
DB - Copy/testing/Difetto1/RRT-102R_Img1_A80_S8_[24][7].png,RRT-102R,CR,227,227,L,916b1ef7b34cf30155ae1850882e53be08c5312409a9ce4cfd6c24335e4b4a21,e480e26a46151e351e86009162de274a604eec0070f56509f46379524238fce6,10745040382348121623,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[10][8].png,RRT-102R,CR,227,227,L,a4b752acd7cb7c8fd6ce4133b75d39071d15c72b1824a2429c330f024b971441,699c13950256e65aa77a0cf1fe293285b72c49482131f0e3b836a75e8a0e22ce,6582514204283720531,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[13][12].png,RRT-102R,CR,227,227,L,95b18f0695c3073c67267f1b29bec0e50b423c072bc231bcfa5f772f79a44ad9,85aa2965ce5db8e051ded250b6e44e0415ce891a1168e93a94127327be1d42d6,4410200711064856873,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[17][10].png,RRT-102R,CR,227,227,L,3006ee8524e43aa0fd5b018642d363dfddd342900f450708ab39ee92132b2786,e742c97d6527bbe35b0d9850b3f9952ffefebaafc9d33ea635a1e36d0b0b06b8,5534021029523688775,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[20][12].png,RRT-102R,CR,227,227,L,000cdbaa498646e9102f7a0d49a3da0276900c3c7f5f4b9527aec2fda0e7634e,f3f6aafebdcbfcf1b75d047ab05207b192ccb0e550d8d9c3663f8d8ceabe7bc1,4122530016025746714,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[22][8].png,RRT-102R,CR,227,227,L,0e6c3d61c5a279b35f6ea6368de5c14e946fbc3b78718ba6b11b8b079d62aed3,beeb79b853536e36706bb09880b73b53857577f20719a92f5002cc8f5273e792,5981784194160820328,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[23][12].png,RRT-102R,CR,227,227,L,b37e9eab3a2b8fc5f04d06c50b1f716aa03cdede93c8e3749fc0589b2bea85fb,f8f1e3a1f6015a443635080552c309b7556c92e2e29dcc45810f0779dda269cd,3827243403693398301,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[24][11].png,RRT-102R,CR,227,227,L,933a5004490080230f29007646326fdec90582d34a09a697373e5741b9685666,e7aec3f8ffef3ab2185a3a801e28b20ee5a6d09b74b0f805af97b45212945553,10289676270510575245,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[31][11].png,RRT-102R,CR,227,227,L,bc398f9507de24400edaa2501b3735a77614663d33f748092a8cdbc9ff130139,bd0849af19dddc372d788d54f6bfe792a6bdb38acdaac339dea4d2ab62b8070b,10199550397548070944,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S4_[8][9].png,RRT-102R,CR,227,227,L,c8e61b9d930d09607cbba14f30f56f31df3a0d8aa7f1621fd7f2d3d7f4fcc741,f200718b51f3827b6ad2359937ec383409c1b095b2cfea734f8f9fc69c596499,4367988829793457814,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S5_[11][7].png,RRT-102R,CR,227,227,L,f269b39dc107c7acb767443b79eb9f2e46c8bffab2afde4d9f6213cf1bf5d8f6,1d75b4d48a931e679a1546533f47d1106bfb173320b7052c95f9247b4cb7dbec,14180793224887612219,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S8_[15][5].png,RRT-102R,CR,227,227,L,7595c4d9a138553b59dd8bdf1c707da0206a8a701d2f08a50834a142fa726de5,1a66877ae2e4c86d30288ffb2d781e7be350d9c11c3f57301482eb19f5644743,9702801189045249615,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S8_[22][7].png,RRT-102R,CR,227,227,L,9786d5dee9032713861bda4ccff3a9c56c7130fb67e4e33cf48c17c4bb64b9b9,f2996bc6bdc76663551a91ec169299f01416c0b45a66da457dcd07eb89001a16,3330023925941620503,testing
DB - Copy/testing/Difetto1/RRT-102R_Img2_A80_S8_[26][11].png,RRT-102R,CR,227,227,L,7962f5956485e53e6d97146f969b654523de11fbae62e1c44a178b9e6df27bfc,f7691f7f3c8fdc73f29c7b3e879cc2c2d6cc128e41f898608da776bbf1f1a022,16847393804854519990,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S4_[11][5].png,RRT-102R,CR,227,227,L,39893b9a2ef8b68572b4aec0bf72d833e5347169d6b87edff9e4294b58d3f78e,b939eb903e6ef0f46c5b59df03e2ac207a79db36126d54b07e0fd1a988edc0f8,9892465704967029026,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S4_[15][9].png,RRT-102R,CR,227,227,L,f9708f4f11bcaf8ffc721f0dd9e15488164f8c03bd4478762ce5be46e2ca93bf,7b8e2fbd002e2cebb20158c59dc421a5e6521f1f21f85de5e5d04eaec22c8543,10819518113534944934,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S4_[16][12].png,RRT-102R,CR,227,227,L,074bae9b3c3997e8c7d3b84a64b9decc229ac0a19bc12c41be8777e727519147,1b4e83a2d75b12be969c3a7864c2c2e4ef4b67b586063364adc685773111d853,3329059697896858421,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S4_[20][11].png,RRT-102R,CR,227,227,L,872ccc00246ad6d85baefe952c9146161a0b7425361edc0e5f2c2c45d1221064,cd15318b0199074eafd0a9519a4665a8d97bb0f4bb640c26780d883c1a7c2307,11284772284793635853,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S4_[29][13].png,RRT-102R,CR,227,227,L,b96e394fc432506d5addcafd28b4c069f57f44d20741788961aeb5d44a55246c,a1cb414d57e3982d29b355d5ab327a800ee86b18392f1d12abef4278b79f5025,3617006435401080882,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S4_[30][7].png,RRT-102R,CR,227,227,L,988db72b53ef06521de784cda43f5edbccb4013720b9bbac2e125f6f8aa4fcdb,8139a13e50aaf8e28652fa645c413b6872381e7b3b1ac5b577e0f52374027c70,5520441521300605092,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S5_[14][8].png,RRT-102R,CR,227,227,L,256c6bb2e04353be67bd3cc1bdef4babfe63afcc44a1b07dbe8ee9854c206af0,b4260125703362838bee82fcbcd73dc47a04984e05109a03d031b8a271c74fad,11341579467486360151,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S6_[27][31].png,RRT-102R,CR,227,227,L,fd00961db31589b254dc7d4f040d3c5f06b3125ca8058d6de03e2b446d556c32,420e82b532aa30c0472b9dbf0f8238a38f826c18a95570849be4201e401193d0,72340739842196291,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S8_[12][7].png,RRT-102R,CR,227,227,L,9a94fb1bfbeb4468eca3414af6e78f6fb10e345e64d0e68705cd397c33d0faa7,9d4831e726603c2715fed7a387f3f9ee59dc542842124bf914b2fba9de91a7fd,13342808995607551391,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S8_[15][5].png,RRT-102R,CR,227,227,L,a48789c2e5c004eed92e1264b6fe01cb63297d66326d695811906df07fe6c161,6bbaa8313bf2f317fbb3e233b84ea5341b7c9f691ff530b6899d85c8e3c9b127,9702801189045240909,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S8_[16][5].png,RRT-102R,CR,227,227,L,a7373b336fb7eef03ab897d740d8def2461f16ba5da30c0706c41d4ebd5932b6,c0a31252646010974788502f65ab988d277fa4a68e0227331ae6a2c3975fc7f2,12035384119992274893,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S8_[23][10].png,RRT-102R,CR,227,227,L,9b17eda7c8dc24a6acb4e98deaf76b257d601f7d2f2c623dbe5f3d17a3c9deb1,2419bb11c7ad00c8c987759218379e7f91839950685e37d8b4b9b420a3a60b70,17490547139724163508,testing
DB - Copy/testing/Difetto1/RRT-102R_Img3_A80_S8_[9][3].png,RRT-102R,CR,227,227,L,694c356f18df9d7918ff1cd5ceb2f9ad1fe67a5e406136a2bcc0047674915b6c,7ab97eee58b2497605cb5371e3d6fd21bdb4d3f846fe5c1ff8781eb214b58cea,9476050158892490753,testing
DB - Copy/testing/Difetto1/RRT-102R_Img4_A80_S4_[10][11].png,RRT-102R,CR,227,227,L,2ac7f58eb0d7c0e4e7049b5d779de57b8b8b9d5273d0ad3ddaa09e3b2628304b,7947bf331b80bbcbb70f3ca1f691a1720776200248a242969d7be6c23ee94207,15842495377481896337,testing
DB - Copy/testing/Difetto1/RRT-102R_Img4_A80_S4_[30][8].png,RRT-102R,CR,227,227,L,3d2088afb8ef7293091e14770f86a8397960119de774514e98ad36d2191b885a,5f9825307944b90660fc733542eda285350641394af9b61bb7672c8508c9d6ea,13346446816546198991,testing
DB - Copy/testing/Difetto1/RRT-102R_Img4_A80_S4_[31][8].png,RRT-102R,CR,227,227,L,3963129f7ceade0fc38d48ddf47e51ae81cd3088beaad7236839077a916d8319,c97e112e63c8c7acc8b1d8f080ebc5e80a8a3424186949d00706d4e1b313ac2b,4042731399560417078,testing
DB - Copy/testing/Difetto1/RRT-102R_Img4_A80_S4_[7][9].png,RRT-102R,CR,227,227,L,3661db74139ae7fcbd786e17b48a67f087bc9b9995fca125c4fd0074d211c652,26b270637e1b0eb25af95c7183aab09026ec3ac56585029df225741e068bdacf,11796495545410958998,testing
DB - Copy/testing/Difetto1/RRT-102R_Img4_A80_S5_[17][3].png,RRT-102R,CR,227,227,L,8c2fde907b213733e8f8913dbb4289636f3f5567643d4e3c865b32baf75b4780,04e4aab1d0747e2345ad83d9e7f7c162bb3cbb17886adfbea61d47aea6b5cc4f,12243442104244344756,testing
DB - Copy/testing/Difetto1/RRT-102R_Img4_A80_S8_[24][5].png,RRT-102R,CR,227,227,L,5146369454a33365cb4dec18cf769a6d10743c4e9482b1297e0d20ce57bb2014,1e4e97ea37beb0a9f30c33bdf1056df97bf94f04c256c8114e1fa76dc363534c,11842043436838753413,testing
DB - Copy/testing/Difetto1/RRT-102R_Img4_A80_S8_[27][8].png,RRT-102R,CR,227,227,L,7b264061c36f50458ddc9ab201964d0ea9c3fa7810b03dc8c7b6e01d4cb76963,28cfbee8d165a8121667137675204f10004a017d757fec1302722258579cb9a8,10996150012761019987,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[11][38].png,RRT-105R,CR,227,227,L,cdf71c5d277557599fbf8801a2d08d89e7d94cbb65fb6238455499c2c3b16750,8e5a59346da2b864876b4b5043e3e5a29b387cdb32f2efea7f53a5fd9980a465,16856181343751992163,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[14][44].png,RRT-105R,CR,227,227,L,654521d99f0dae4384152bc0672e35f721870010c884b0b82deca533fa023e53,ac4af67bd1c733a2a5dab82883077819151ba286408ecf03a6d361a2a5d85563,14088030275630226745,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[3][8].png,RRT-105R,CR,227,227,L,e74491f18f4f320f9f04da3e6c02d351cd5ec2e623f00abceef68ec4586bad87,9504615aca7da952635005a03f1886b7aeec0f915d1d1d66f7cd75f2fa530a3a,3388685093997585184,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[4][10].png,RRT-105R,CR,227,227,L,f640a5f287f76afd3748a34abe4c35acc970fb0879ca0ba8a11f83b58101228a,bef9ac614fe1a5bda02223d933468b366fbac210830446c8507254f043af6877,2242527973830771559,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[5][14].png,RRT-105R,CR,227,227,L,4452828f13bbd6d909654b467bd4a91a41128e0a7f79257d9b4d334efe358e87,b40ad3919a219ee359d1999a40398748127f919dfcb1909cde19c903a761d5a7,17361641515620590648,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[6][10].png,RRT-105R,CR,227,227,L,2e6c43df0d24e3bf2d1776e123b717913526b8a10369498c85515eac293adc3a,3a3fa2abbe35e33394b6b4b5142217fcd8cb6353c7fa72cee7e939fe136c7405,1085243329863984009,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[7][22].png,RRT-105R,CR,227,227,L,8dfece5fd717dfed58e093c514b5922d796b5b7e0ba6736e0c2b2e19491da43f,c2dc18778f2e6c16ae5a7102b89b85f773ca2b185deec9c4fff49acd402b3015,2315096563682379264,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[8][28].png,RRT-105R,CR,227,227,L,43bd6eeca35587866bde463a46a16f4dc5aab129b990e2c4a4e219786c163d44,f43e888d6ef5e8afef40938dbc2f4d9d876af5ce8a09d2deee141b024317ef30,5697000524491202367,testing
DB - Copy/testing/Difetto1/RRT-105R_Img1_A80_S1_[9][37].png,RRT-105R,CR,227,227,L,3ba9c1b6d7fd1eb71979976d83d96d80026036b4d8094eaca91f43069ce7f099,7827885a3323f3cac4af386f71771febfe202f989cfde62ecc533069d1531250,15055802619367778291,testing
DB - Copy/testing/Difetto1/RRT-105R_Img2_A80_S1_[15][47].png,RRT-105R,CR,227,227,L,6816937597c8bfe80ca085fc6eea827d3d61653a6503e4a68a6edea454925624,042b2836c33f5340738e7ef5428420d9a7415575f2f6158179fe7e1adcfc8844,8316498347686419063,testing
